STO sub Energy,STO sub Absorption,Stoichiometric STO Energy,Stoichiometric STO Absorption,Off stoichiometric STO Energy,Off stoichiometric STO Absorption
0.579981291,25.4932,0.579981291,25.8133,0.579981291,72.6693
0.580116959,25.4972,0.580116959,25.8191,0.580116959,72.6533
0.580252691,25.5041,0.580252691,25.8159,0.580252691,72.6388
0.580388486,25.5051,0.580388486,25.8147,0.580388486,72.6207
0.580524345,25.5003,0.580524345,25.8214,0.580524345,72.6052
0.580660267,25.5001,0.580660267,25.8257,0.580660267,72.5868
0.580796253,25.5044,0.580796253,25.8227,0.580796253,72.5717
0.580932303,25.5059,0.580932303,25.8242,0.580932303,72.5559
0.581068416,25.4988,0.581068416,25.8232,0.581068416,72.5394
0.581204593,25.4994,0.581204593,25.8267,0.581204593,72.5273
0.581340835,25.5028,0.581340835,25.8199,0.581340835,72.5139
0.58147714,25.5044,0.58147714,25.8219,0.58147714,72.5014
0.581613508,25.5024,0.581613508,25.8288,0.581613508,72.4878
0.581749941,25.5054,0.581749941,25.8326,0.581749941,72.4736
0.581886438,25.5151,0.581886438,25.8268,0.581886438,72.4591
0.582022999,25.5125,0.582022999,25.8217,0.582022999,72.4417
0.582159624,25.503,0.582159624,25.8244,0.582159624,72.4248
0.582296314,25.5056,0.582296314,25.8259,0.582296314,72.4081
0.582433067,25.5149,0.582433067,25.8249,0.582433067,72.3914
0.582569885,25.5163,0.582569885,25.8269,0.582569885,72.3781
0.582706767,25.5104,0.582706767,25.8323,0.582706767,72.3636
0.582843713,25.514,0.582843713,25.8376,0.582843713,72.351
0.582980724,25.5176,0.582980724,25.8348,0.582980724,72.3327
0.583117799,25.5191,0.583117799,25.8362,0.583117799,72.3228
0.583254939,25.5086,0.583254939,25.8402,0.583254939,72.3094
0.583392143,25.5088,0.583392143,25.8373,0.583392143,72.2924
0.583529412,25.5168,0.583529412,25.8314,0.583529412,72.2749
0.583666745,25.5165,0.583666745,25.8368,0.583666745,72.2583
0.583804143,25.515,0.583804143,25.8431,0.583804143,72.2484
0.583941606,25.5166,0.583941606,25.8392,0.583941606,72.2314
0.584079133,25.5279,0.584079133,25.8354,0.584079133,72.2146
0.584216726,25.5246,0.584216726,25.8334,0.584216726,72.1981
0.584354383,25.5156,0.584354383,25.8334,0.584354383,72.1833
0.584492105,25.5188,0.584492105,25.8314,0.584492105,72.1684
0.584629892,25.522,0.584629892,25.8252,0.584629892,72.1529
0.584767743,25.5224,0.584767743,25.8266,0.584767743,72.1378
0.58490566,25.5145,0.58490566,25.8258,0.58490566,72.1231
0.585043642,25.5166,0.585043642,25.8228,0.585043642,72.1061
0.585181689,25.5255,0.585181689,25.8249,0.585181689,72.0916
0.585319802,25.5226,0.585319802,25.8308,0.585319802,72.0778
0.585457979,25.5143,0.585457979,25.8296,0.585457979,72.0593
0.585596222,25.519,0.585596222,25.8311,0.585596222,72.0429
0.58573453,25.5228,0.58573453,25.8337,0.58573453,72.0292
0.585872903,25.5235,0.585872903,25.8385,0.585872903,72.0122
0.586011342,25.5173,0.586011342,25.8369,0.586011342,71.9989
0.586149846,25.5219,0.586149846,25.8313,0.586149846,71.9812
0.586288416,25.5283,0.586288416,25.8355,0.586288416,71.9674
0.586427051,25.525,0.586427051,25.8416,0.586427051,71.9533
0.586565752,25.5179,0.586565752,25.8394,0.586565752,71.9389
0.586704519,25.5201,0.586704519,25.8312,0.586704519,71.9225
0.586843351,25.5224,0.586843351,25.8353,0.586843351,71.9065
0.586982249,25.5212,0.586982249,25.8425,0.586982249,71.8915
0.587121212,25.5174,0.587121212,25.8351,0.587121212,71.8771
0.587260242,25.5222,0.587260242,25.8356,0.587260242,71.8594
0.587399337,25.5271,0.587399337,25.8382,0.587399337,71.8386
0.587538498,25.5256,0.587538498,25.8421,0.587538498,71.8249
0.587677725,25.5235,0.587677725,25.8408,0.587677725,71.8075
0.587817018,25.532,0.587817018,25.8355,0.587817018,71.7919
0.587956377,25.5361,0.587956377,25.843,0.587956377,71.7751
0.588095803,25.5309,0.588095803,25.8407,0.588095803,71.7614
0.588235294,25.5349,0.588235294,25.8341,0.588235294,71.7472
0.588374852,25.5368,0.588374852,25.8331,0.588374852,71.7335
0.588514476,25.5329,0.588514476,25.8315,0.588514476,71.7189
0.588654166,25.5286,0.588654166,25.8368,0.588654166,71.7038
0.588793922,25.5288,0.588793922,25.8322,0.588793922,71.6896
0.588933745,25.5375,0.588933745,25.8354,0.588933745,71.6772
0.589073634,25.5359,0.589073634,25.8467,0.589073634,71.664
0.58921359,25.5325,0.58921359,25.8435,0.58921359,71.6452
0.589353612,25.5351,0.589353612,25.8409,0.589353612,71.627
0.589493701,25.5435,0.589493701,25.8433,0.589493701,71.6141
0.589633856,25.5444,0.589633856,25.8473,0.589633856,71.6027
0.589774078,25.5368,0.589774078,25.8447,0.589774078,71.5815
0.589914367,25.5415,0.589914367,25.8435,0.589914367,71.5665
0.590054723,25.5459,0.590054723,25.8418,0.590054723,71.5487
0.590195145,25.5424,0.590195145,25.8427,0.590195145,71.5342
0.590335634,25.5355,0.590335634,25.8374,0.590335634,71.5172
0.59047619,25.541,0.59047619,25.8366,0.59047619,71.497
0.590616814,25.5422,0.590616814,25.8342,0.590616814,71.4817
0.590757504,25.538,0.590757504,25.8367,0.590757504,71.4671
0.590898261,25.5323,0.590898261,25.8331,0.590898261,71.4512
0.591039085,25.536,0.591039085,25.8382,0.591039085,71.4374
0.591179976,25.541,0.591179976,25.8473,0.591179976,71.422
0.591320935,25.5393,0.591320935,25.8506,0.591320935,71.4081
0.59146196,25.5385,0.59146196,25.8491,0.59146196,71.3933
0.591603053,25.5478,0.591603053,25.8557,0.591603053,71.3798
0.591744214,25.5541,0.591744214,25.8594,0.591744214,71.3661
0.591885442,25.5505,0.591885442,25.855,0.591885442,71.3514
0.592026737,25.5546,0.592026737,25.8569,0.592026737,71.3372
0.592168099,25.5572,0.592168099,25.8597,0.592168099,71.3216
0.592309529,25.5564,0.592309529,25.8615,0.592309529,71.3045
0.592451027,25.5524,0.592451027,25.8559,0.592451027,71.2864
0.592592593,25.5505,0.592592593,25.8531,0.592592593,71.2686
0.592734226,25.5575,0.592734226,25.8535,0.592734226,71.2535
0.592875926,25.5505,0.592875926,25.8521,0.592875926,71.2375
0.593017695,25.5466,0.593017695,25.8499,0.593017695,71.22
0.593159531,25.5531,0.593159531,25.8507,0.593159531,71.2029
0.593301435,25.5568,0.593301435,25.856,0.593301435,71.1869
0.593443408,25.5544,0.593443408,25.8603,0.593443408,71.1733
0.593585448,25.5528,0.593585448,25.8569,0.593585448,71.1566
0.593727556,25.5554,0.593727556,25.8562,0.593727556,71.1383
0.593869732,25.5562,0.593869732,25.8595,0.593869732,71.1235
0.594011976,25.5532,0.594011976,25.8612,0.594011976,71.1078
0.594154288,25.5511,0.594154288,25.8578,0.594154288,71.0934
0.594296669,25.5554,0.594296669,25.859,0.594296669,71.0776
0.594439118,25.5508,0.594439118,25.8578,0.594439118,71.0609
0.594581635,25.5467,0.594581635,25.8542,0.594581635,71.0467
0.594724221,25.5473,0.594724221,25.8545,0.594724221,71.0303
0.594866875,25.5516,0.594866875,25.8523,0.594866875,71.0145
0.595009597,25.5518,0.595009597,25.8557,0.595009597,71.0018
0.595152388,25.5477,0.595152388,25.8486,0.595152388,70.9823
0.595295247,25.5566,0.595295247,25.8522,0.595295247,70.9646
0.595438175,25.5603,0.595438175,25.8543,0.595438175,70.9493
0.595581172,25.5568,0.595581172,25.8543,0.595581172,70.934
0.595724237,25.5549,0.595724237,25.8499,0.595724237,70.9182
0.595867371,25.5596,0.595867371,25.852,0.595867371,70.9022
0.596010574,25.5632,0.596010574,25.8574,0.596010574,70.887
0.596153846,25.5558,0.596153846,25.8557,0.596153846,70.8727
0.596297187,25.5573,0.596297187,25.8564,0.596297187,70.8557
0.596440596,25.5632,0.596440596,25.8646,0.596440596,70.8411
0.596584075,25.5642,0.596584075,25.867,0.596584075,70.821
0.596727623,25.5615,0.596727623,25.8645,0.596727623,70.8042
0.596871239,25.5579,0.596871239,25.8664,0.596871239,70.7892
0.597014925,25.5604,0.597014925,25.8706,0.597014925,70.7774
0.59715868,25.5587,0.59715868,25.867,0.59715868,70.7585
0.597302505,25.5535,0.597302505,25.8651,0.597302505,70.7423
0.597446398,25.5547,0.597446398,25.8694,0.597446398,70.7295
0.597590361,25.5583,0.597590361,25.8707,0.597590361,70.7142
0.597734394,25.5597,0.597734394,25.8684,0.597734394,70.6964
0.597878496,25.5537,0.597878496,25.8668,0.597878496,70.6773
0.598022667,25.562,0.598022667,25.8723,0.598022667,70.661
0.598166908,25.5719,0.598166908,25.8751,0.598166908,70.6463
0.598311218,25.5661,0.598311218,25.8718,0.598311218,70.6317
0.598455598,25.5624,0.598455598,25.8732,0.598455598,70.6143
0.598600048,25.5675,0.598600048,25.8758,0.598600048,70.6001
0.598744568,25.567,0.598744568,25.8757,0.598744568,70.5819
0.598889157,25.5598,0.598889157,25.8719,0.598889157,70.5669
0.599033816,25.5596,0.599033816,25.8751,0.599033816,70.5532
0.599178546,25.5686,0.599178546,25.8808,0.599178546,70.5367
0.599323345,25.5683,0.599323345,25.8742,0.599323345,70.5209
0.599468214,25.5672,0.599468214,25.8725,0.599468214,70.5065
0.599613153,25.5709,0.599613153,25.8702,0.599613153,70.4926
0.599758162,25.5796,0.599758162,25.8804,0.599758162,70.4749
0.599903241,25.5722,0.599903241,25.8757,0.599903241,70.4574
0.600048391,25.5662,0.600048391,25.8731,0.600048391,70.4398
0.600193611,25.5656,0.600193611,25.8751,0.600193611,70.424
0.600338901,25.5703,0.600338901,25.8801,0.600338901,70.4101
0.600484262,25.5661,0.600484262,25.8796,0.600484262,70.3935
0.600629692,25.5637,0.600629692,25.8796,0.600629692,70.379
0.600775194,25.5695,0.600775194,25.8786,0.600775194,70.3649
0.600920766,25.5709,0.600920766,25.8771,0.600920766,70.347
0.601066408,25.5659,0.601066408,25.8726,0.601066408,70.3296
0.601212121,25.5678,0.601212121,25.8714,0.601212121,70.3112
0.601357905,25.5738,0.601357905,25.8729,0.601357905,70.2946
0.601503759,25.5737,0.601503759,25.8716,0.601503759,70.2792
0.601649685,25.5673,0.601649685,25.8693,0.601649685,70.2569
0.601795681,25.5702,0.601795681,25.8744,0.601795681,70.2388
0.601941748,25.581,0.601941748,25.8768,0.601941748,70.2265
0.602087885,25.5778,0.602087885,25.874,0.602087885,70.2134
0.602234094,25.5696,0.602234094,25.872,0.602234094,70.1976
0.602380374,25.5714,0.602380374,25.8764,0.602380374,70.1841
0.602526725,25.5766,0.602526725,25.8773,0.602526725,70.1713
0.602673147,25.5723,0.602673147,25.8773,0.602673147,70.1598
0.60281964,25.5701,0.60281964,25.8767,0.60281964,70.1454
0.602966205,25.5753,0.602966205,25.8799,0.602966205,70.1281
0.60311284,25.5789,0.60311284,25.8819,0.60311284,70.1079
0.603259548,25.5729,0.603259548,25.88,0.603259548,70.0884
0.603406326,25.5752,0.603406326,25.8816,0.603406326,70.0707
0.603553176,25.5788,0.603553176,25.8816,0.603553176,70.0537
0.603700097,25.5783,0.603700097,25.8779,0.603700097,70.035
0.60384709,25.5735,0.60384709,25.8749,0.60384709,70.0173
0.603994155,25.5784,0.603994155,25.879,0.603994155,70.0077
0.604141291,25.5795,0.604141291,25.8794,0.604141291,69.9926
0.604288499,25.5737,0.604288499,25.877,0.604288499,69.9764
0.604435779,25.5696,0.604435779,25.8772,0.604435779,69.9588
0.60458313,25.5708,0.60458313,25.8799,0.60458313,69.9415
0.604730554,25.5765,0.604730554,25.8837,0.604730554,69.9267
0.604878049,25.5743,0.604878049,25.8836,0.604878049,69.9101
0.605025616,25.5777,0.605025616,25.8893,0.605025616,69.8906
0.605173255,25.5845,0.605173255,25.889,0.605173255,69.8752
0.605320967,25.5868,0.605320967,25.8843,0.605320967,69.8607
0.60546875,25.583,0.60546875,25.8841,0.60546875,69.8409
0.605616606,25.582,0.605616606,25.8874,0.605616606,69.8274
0.605764533,25.5828,0.605764533,25.8863,0.605764533,69.8108
0.605912534,25.5826,0.605912534,25.8824,0.605912534,69.7949
0.606060606,25.585,0.606060606,25.8833,0.606060606,69.7798
0.606208751,25.5858,0.606208751,25.8842,0.606208751,69.7638
0.606356968,25.5866,0.606356968,25.8836,0.606356968,69.7477
0.606505258,25.5865,0.606505258,25.887,0.606505258,69.73
0.60665362,25.5854,0.60665362,25.8871,0.60665362,69.7129
0.606802055,25.5865,0.606802055,25.8853,0.606802055,69.6954
0.606950563,25.5849,0.606950563,25.8854,0.606950563,69.6781
0.607099143,25.5826,0.607099143,25.8873,0.607099143,69.6597
0.607247796,25.5848,0.607247796,25.8909,0.607247796,69.6423
0.607396522,25.586,0.607396522,25.8874,0.607396522,69.6285
0.607545321,25.5877,0.607545321,25.8901,0.607545321,69.6137
0.607694193,25.588,0.607694193,25.8915,0.607694193,69.5982
0.607843137,25.5919,0.607843137,25.8924,0.607843137,69.5811
0.607992155,25.5928,0.607992155,25.8873,0.607992155,69.5645
0.608141246,25.59,0.608141246,25.8871,0.608141246,69.5474
0.60829041,25.5908,0.60829041,25.89,0.60829041,69.5309
0.608439647,25.5966,0.608439647,25.8921,0.608439647,69.5155
0.608588957,25.5954,0.608588957,25.8875,0.608588957,69.5016
0.608738341,25.5947,0.608738341,25.8945,0.608738341,69.4894
0.608887798,25.5986,0.608887798,25.9016,0.608887798,69.4733
0.609037328,25.6019,0.609037328,25.8962,0.609037328,69.4578
0.609186932,25.5981,0.609186932,25.8961,0.609186932,69.4426
0.609336609,25.5951,0.609336609,25.8958,0.609336609,69.4256
0.60948636,25.5946,0.60948636,25.8972,0.60948636,69.4099
0.609636185,25.5975,0.609636185,25.8984,0.609636185,69.3915
0.609786083,25.5885,0.609786083,25.8944,0.609786083,69.3738
0.609936055,25.5857,0.609936055,25.8947,0.609936055,69.3565
0.610086101,25.587,0.610086101,25.8926,0.610086101,69.3389
0.61023622,25.5815,0.61023622,25.8878,0.61023622,69.3208
0.610386414,25.5849,0.610386414,25.8941,0.610386414,69.3037
0.610536681,25.5816,0.610536681,25.8912,0.610536681,69.2848
0.610687023,25.5829,0.610687023,25.8915,0.610687023,69.2704
0.610837438,25.5803,0.610837438,25.8893,0.610837438,69.2522
0.610987928,25.5784,0.610987928,25.8945,0.610987928,69.2375
0.611138492,25.5832,0.611138492,25.8971,0.611138492,69.2183
0.61128913,25.5845,0.61128913,25.8971,0.61128913,69.2055
0.611439842,25.5812,0.611439842,25.8975,0.611439842,69.1872
0.611590629,25.5844,0.611590629,25.9017,0.611590629,69.1727
0.61174149,25.591,0.61174149,25.8945,0.61174149,69.1587
0.611892425,25.592,0.611892425,25.8955,0.611892425,69.1395
0.612043435,25.5902,0.612043435,25.8961,0.612043435,69.1244
0.61219452,25.5946,0.61219452,25.8976,0.61219452,69.1086
0.612345679,25.5987,0.612345679,25.8966,0.612345679,69.0914
0.612496913,25.5994,0.612496913,25.8964,0.612496913,69.0754
0.612648221,25.5968,0.612648221,25.8973,0.612648221,69.0555
0.612799605,25.6005,0.612799605,25.9002,0.612799605,69.0408
0.612951063,25.6029,0.612951063,25.8986,0.612951063,69.0254
0.613102596,25.5999,0.613102596,25.9001,0.613102596,69.0099
0.613254204,25.5963,0.613254204,25.9,0.613254204,68.9927
0.613405887,25.6012,0.613405887,25.8995,0.613405887,68.9761
0.613557645,25.5992,0.613557645,25.9014,0.613557645,68.9627
0.613709478,25.5929,0.613709478,25.9004,0.613709478,68.9449
0.613861386,25.5917,0.613861386,25.9012,0.613861386,68.9245
0.61401337,25.594,0.61401337,25.9029,0.61401337,68.9063
0.614165428,25.5937,0.614165428,25.9033,0.614165428,68.8898
0.614317563,25.5914,0.614317563,25.9078,0.614317563,68.8728
0.614469772,25.5904,0.614469772,25.9057,0.614469772,68.8577
0.614622057,25.5983,0.614622057,25.9043,0.614622057,68.8409
0.614774417,25.6027,0.614774417,25.9068,0.614774417,68.8276
0.614926853,25.6035,0.614926853,25.9121,0.614926853,68.8144
0.615079365,25.6049,0.615079365,25.9101,0.615079365,68.7978
0.615231952,25.6078,0.615231952,25.9115,0.615231952,68.7803
0.615384615,25.6106,0.615384615,25.9089,0.615384615,68.7634
0.615537354,25.6087,0.615537354,25.9134,0.615537354,68.7458
0.615690169,25.6055,0.615690169,25.9117,0.615690169,68.7269
0.615843059,25.6028,0.615843059,25.9121,0.615843059,68.7073
0.615996026,25.5989,0.615996026,25.9126,0.615996026,68.6911
0.616149068,25.6,0.616149068,25.9116,0.616149068,68.6767
0.616302187,25.6003,0.616302187,25.9129,0.616302187,68.6575
0.616455382,25.6029,0.616455382,25.9156,0.616455382,68.644
0.616608652,25.6024,0.616608652,25.9135,0.616608652,68.6249
0.616762,25.6041,0.616762,25.9129,0.616762,68.6103
0.616915423,25.6007,0.616915423,25.9127,0.616915423,68.5939
0.617068923,25.6038,0.617068923,25.9138,0.617068923,68.578
0.617222499,25.6037,0.617222499,25.9098,0.617222499,68.5627
0.617376151,25.5957,0.617376151,25.9072,0.617376151,68.5437
0.61752988,25.5964,0.61752988,25.9084,0.61752988,68.5263
0.617683686,25.596,0.617683686,25.9074,0.617683686,68.511
0.617837569,25.5989,0.617837569,25.9089,0.617837569,68.4935
0.617991528,25.5978,0.617991528,25.9104,0.617991528,68.4772
0.618145563,25.5989,0.618145563,25.914,0.618145563,68.4604
0.618299676,25.603,0.618299676,25.915,0.618299676,68.4433
0.618453865,25.611,0.618453865,25.9197,0.618453865,68.4297
0.618608132,25.6096,0.618608132,25.9208,0.618608132,68.4153
0.618762475,25.6077,0.618762475,25.9195,0.618762475,68.3982
0.618916895,25.615,0.618916895,25.9203,0.618916895,68.3804
0.619071393,25.6143,0.619071393,25.9196,0.619071393,68.3617
0.619225968,25.6115,0.619225968,25.9193,0.619225968,68.346
0.619380619,25.611,0.619380619,25.9198,0.619380619,68.3259
0.619535348,25.6075,0.619535348,25.9177,0.619535348,68.3086
0.619690155,25.6078,0.619690155,25.9177,0.619690155,68.2894
0.619845039,25.6082,0.619845039,25.918,0.619845039,68.2739
0.62,25.6057,0.62,25.9166,0.62,68.2543
0.620155039,25.6045,0.620155039,25.915,0.620155039,68.2332
0.620310155,25.6084,0.620310155,25.9161,0.620310155,68.2165
0.620465349,25.6078,0.620465349,25.9138,0.620465349,68.2024
0.620620621,25.6109,0.620620621,25.9172,0.620620621,68.1876
0.62077597,25.606,0.62077597,25.916,0.62077597,68.165
0.620931397,25.6099,0.620931397,25.9192,0.620931397,68.1485
0.621086902,25.609,0.621086902,25.9202,0.621086902,68.1362
0.621242485,25.6123,0.621242485,25.9239,0.621242485,68.1212
0.621398146,25.6097,0.621398146,25.923,0.621398146,68.1037
0.621553885,25.6077,0.621553885,25.9217,0.621553885,68.0847
0.621709702,25.6097,0.621709702,25.9243,0.621709702,68.0698
0.621865597,25.6088,0.621865597,25.9237,0.621865597,68.0563
0.62202157,25.607,0.62202157,25.9212,0.62202157,68.0387
0.622177622,25.6109,0.622177622,25.9245,0.622177622,68.0222
0.622333752,25.6105,0.622333752,25.9235,0.622333752,68.0038
0.62248996,25.609,0.62248996,25.9227,0.62248996,67.987
0.622646247,25.6142,0.622646247,25.9241,0.622646247,67.9703
0.622802612,25.6107,0.622802612,25.9235,0.622802612,67.9496
0.622959056,25.6156,0.622959056,25.9269,0.622959056,67.9324
0.623115578,25.611,0.623115578,25.9241,0.623115578,67.9165
0.623272179,25.6068,0.623272179,25.9157,0.623272179,67.894
0.623428859,25.6099,0.623428859,25.9214,0.623428859,67.8773
0.623585617,25.6071,0.623585617,25.9222,0.623585617,67.8585
0.623742455,25.6062,0.623742455,25.9222,0.623742455,67.8391
0.623899371,25.6094,0.623899371,25.9231,0.623899371,67.825
0.624056366,25.6101,0.624056366,25.9239,0.624056366,67.8069
0.624213441,25.6111,0.624213441,25.9307,0.624213441,67.7923
0.624370594,25.61,0.624370594,25.9302,0.624370594,67.7779
0.624527827,25.6099,0.624527827,25.9308,0.624527827,67.7651
0.624685139,25.6112,0.624685139,25.9332,0.624685139,67.7478
0.62484253,25.6114,0.62484253,25.937,0.62484253,67.7329
0.625,25.6092,0.625,25.9335,0.625,67.7134
0.62515755,25.6102,0.62515755,25.9342,0.62515755,67.6957
0.625315179,25.6111,0.625315179,25.932,0.625315179,67.6782
0.625472888,25.6135,0.625472888,25.9323,0.625472888,67.6572
0.625630676,25.6126,0.625630676,25.9277,0.625630676,67.64
0.625788544,25.6122,0.625788544,25.9244,0.625788544,67.6216
0.625946492,25.6147,0.625946492,25.9237,0.625946492,67.6091
0.626104519,25.6143,0.626104519,25.9273,0.626104519,67.593
0.626262626,25.6105,0.626262626,25.9258,0.626262626,67.5752
0.626420813,25.6091,0.626420813,25.9231,0.626420813,67.5603
0.62657908,25.6099,0.62657908,25.9234,0.62657908,67.5418
0.626737427,25.61,0.626737427,25.9242,0.626737427,67.5256
0.626895854,25.6083,0.626895854,25.9243,0.626895854,67.5088
0.627054362,25.6093,0.627054362,25.9237,0.627054362,67.493
0.627212949,25.6148,0.627212949,25.9256,0.627212949,67.4748
0.627371616,25.6168,0.627371616,25.9298,0.627371616,67.4573
0.627530364,25.6151,0.627530364,25.9324,0.627530364,67.4423
0.627689193,25.6148,0.627689193,25.9331,0.627689193,67.4256
0.627848101,25.6184,0.627848101,25.9337,0.627848101,67.4063
0.62800709,25.6189,0.62800709,25.9347,0.62800709,67.3865
0.62816616,25.6189,0.62816616,25.9339,0.62816616,67.3677
0.62832531,25.6182,0.62832531,25.9316,0.62832531,67.3531
0.628484541,25.625,0.628484541,25.933,0.628484541,67.3349
0.628643853,25.6221,0.628643853,25.9338,0.628643853,67.3187
0.628803245,25.6206,0.628803245,25.9311,0.628803245,67.2993
0.628962719,25.6173,0.628962719,25.9297,0.628962719,67.2844
0.629122273,25.6156,0.629122273,25.9299,0.629122273,67.2662
0.629281908,25.6177,0.629281908,25.9296,0.629281908,67.2499
0.629441624,25.6147,0.629441624,25.9269,0.629441624,67.2353
0.629601422,25.621,0.629601422,25.9307,0.629601422,67.2167
0.6297613,25.6218,0.6297613,25.9295,0.6297613,67.1972
0.62992126,25.6294,0.62992126,25.9329,0.62992126,67.1855
0.630081301,25.6327,0.630081301,25.9356,0.630081301,67.1668
0.630241423,25.6292,0.630241423,25.9359,0.630241423,67.1492
0.630401627,25.6294,0.630401627,25.9375,0.630401627,67.1285
0.630561912,25.6292,0.630561912,25.9394,0.630561912,67.1084
0.630722279,25.6292,0.630722279,25.9425,0.630722279,67.0927
0.630882727,25.626,0.630882727,25.9421,0.630882727,67.0745
0.631043257,25.623,0.631043257,25.9407,0.631043257,67.0536
0.631203869,25.6234,0.631203869,25.9423,0.631203869,67.0366
0.631364562,25.6235,0.631364562,25.9428,0.631364562,67.0137
0.631525337,25.6258,0.631525337,25.9455,0.631525337,67.0001
0.631686195,25.62,0.631686195,25.9398,0.631686195,66.9807
0.631847134,25.6167,0.631847134,25.9384,0.631847134,66.961
0.632008155,25.62,0.632008155,25.9391,0.632008155,66.9444
0.632169258,25.6217,0.632169258,25.9383,0.632169258,66.9263
0.632330444,25.6221,0.632330444,25.9345,0.632330444,66.9094
0.632491711,25.6214,0.632491711,25.9362,0.632491711,66.8936
0.632653061,25.6225,0.632653061,25.9342,0.632653061,66.8755
0.632814493,25.6237,0.632814493,25.9349,0.632814493,66.858
0.632976008,25.6234,0.632976008,25.9311,0.632976008,66.8389
0.633137605,25.6264,0.633137605,25.9344,0.633137605,66.8218
0.633299285,25.6217,0.633299285,25.9273,0.633299285,66.805
0.633461047,25.626,0.633461047,25.9266,0.633461047,66.7875
0.633622892,25.6286,0.633622892,25.9332,0.633622892,66.7735
0.63378482,25.6287,0.63378482,25.932,0.63378482,66.7544
0.63394683,25.6268,0.63394683,25.9303,0.63394683,66.737
0.634108924,25.624,0.634108924,25.9307,0.634108924,66.7192
0.6342711,25.6237,0.6342711,25.9312,0.6342711,66.7017
0.634433359,25.6272,0.634433359,25.9359,0.634433359,66.6861
0.634595701,25.6232,0.634595701,25.9351,0.634595701,66.6636
0.634758126,25.6217,0.634758126,25.9363,0.634758126,66.6463
0.634920635,25.624,0.634920635,25.9384,0.634920635,66.6268
0.635083227,25.624,0.635083227,25.9406,0.635083227,66.6111
0.635245902,25.624,0.635245902,25.9435,0.635245902,66.5935
0.63540866,25.6256,0.63540866,25.9492,0.63540866,66.5749
0.635571502,25.626,0.635571502,25.9474,0.635571502,66.5567
0.635734427,25.6292,0.635734427,25.948,0.635734427,66.5408
0.635897436,25.6281,0.635897436,25.9466,0.635897436,66.5236
0.636060528,25.6311,0.636060528,25.9461,0.636060528,66.5074
0.636223704,25.6284,0.636223704,25.9446,0.636223704,66.4897
0.636386964,25.6254,0.636386964,25.9422,0.636386964,66.4708
0.636550308,25.6298,0.636550308,25.943,0.636550308,66.4546
0.636713736,25.6271,0.636713736,25.9431,0.636713736,66.4349
0.636877247,25.6286,0.636877247,25.9463,0.636877247,66.4189
0.637040843,25.6335,0.637040843,25.9527,0.637040843,66.4016
0.637204522,25.6304,0.637204522,25.9497,0.637204522,66.3834
0.637368286,25.6266,0.637368286,25.9498,0.637368286,66.3641
0.637532134,25.6203,0.637532134,25.9462,0.637532134,66.3449
0.637696066,25.6158,0.637696066,25.946,0.637696066,66.3271
0.637860082,25.6126,0.637860082,25.9482,0.637860082,66.3095
0.638024183,25.6099,0.638024183,25.9447,0.638024183,66.2916
0.638188369,25.6063,0.638188369,25.9425,0.638188369,66.2739
0.638352638,25.6067,0.638352638,25.9473,0.638352638,66.2587
0.638516993,25.6096,0.638516993,25.9478,0.638516993,66.2422
0.638681432,25.6055,0.638681432,25.9458,0.638681432,66.2268
0.638845956,25.6023,0.638845956,25.9428,0.638845956,66.2094
0.639010564,25.5978,0.639010564,25.9377,0.639010564,66.1914
0.639175258,25.5946,0.639175258,25.9371,0.639175258,66.1727
0.639340036,25.5958,0.639340036,25.9357,0.639340036,66.1545
0.639504899,25.591,0.639504899,25.9284,0.639504899,66.1327
0.639669848,25.5928,0.639669848,25.9278,0.639669848,66.1119
0.639834881,25.5972,0.639834881,25.9274,0.639834881,66.0889
0.64,25.5991,0.64,25.9242,0.64,66.0704
0.640165204,25.602,0.640165204,25.9226,0.640165204,66.0488
0.640330493,25.6074,0.640330493,25.9258,0.640330493,66.0296
0.640495868,25.6186,0.640495868,25.926,0.640495868,66.0139
0.640661328,25.6277,0.640661328,25.9267,0.640661328,65.9948
0.640826873,25.6404,0.640826873,25.9293,0.640826873,65.976
0.640992505,25.6512,0.640992505,25.9316,0.640992505,65.9597
0.641158221,25.6682,0.641158221,25.932,0.641158221,65.9439
0.641324024,25.6866,0.641324024,25.937,0.641324024,65.9306
0.641489912,25.7003,0.641489912,25.9396,0.641489912,65.912
0.641655886,25.7106,0.641655886,25.9396,0.641655886,65.8944
0.641821946,25.7188,0.641821946,25.9394,0.641821946,65.8797
0.641988092,25.7252,0.641988092,25.9413,0.641988092,65.8616
0.642154324,25.7299,0.642154324,25.9413,0.642154324,65.8434
0.642320642,25.7262,0.642320642,25.9396,0.642320642,65.8252
0.642487047,25.7243,0.642487047,25.9362,0.642487047,65.8053
0.642653537,25.713,0.642653537,25.9302,0.642653537,65.7884
0.642820114,25.7064,0.642820114,25.9258,0.642820114,65.7699
0.642986777,25.6976,0.642986777,25.9263,0.642986777,65.7519
0.643153527,25.6895,0.643153527,25.9308,0.643153527,65.7326
0.643320363,25.684,0.643320363,25.9339,0.643320363,65.7146
0.643487286,25.6792,0.643487286,25.9391,0.643487286,65.6966
0.643654295,25.6829,0.643654295,25.9488,0.643654295,65.6791
0.643821391,25.6857,0.643821391,25.959,0.643821391,65.6636
0.643988574,25.694,0.643988574,25.9747,0.643988574,65.6502
